*Are you self-employed?*,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided health coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?",Would you feel more comfortable talking to your coworkers about your physical health or your mental health?,Would you feel comfortable discussing a mental health issue with your direct supervisor(s)?,Have you ever discussed your mental health with your employer?,Would you feel comfortable discussing a mental health issue with your coworkers?,Have you ever discussed your mental health with coworkers?,Have you ever had a coworker discuss their or another coworker's mental health with you?,"Overall, how much importance does your employer place on physical health?","Overall, how much importance does your employer place on mental health?",*Do you have previous employers?*,Was your employer primarily a tech company/organization?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health disorders and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Would you have felt more comfortable talking to your previous employer about your physical health or your mental health?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,Did you ever discuss your mental health with your previous employer?,Would you have been willing to discuss your mental health with your coworkers at previous employers?,Did you ever discuss your mental health with a previous coworker(s)?,Did you ever have a previous coworker discuss their or another coworker's mental health with you?,"Overall, how much importance did your previous employer place on physical health?","Overall, how much importance did your previous employer place on mental health?",Do you *currently* have a mental health disorder?,Have you had a mental health disorder in the past?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Do you have a family history of mental illness?,"If you have a mental health disorder, how often do you feel that it interferes with your work *when being treated effectively?*","If you have a mental health disorder, how often do you feel that it interferes with your work *when* _*NOT*_* being treated effectively (i.e., when you are experiencing symptoms)?*",Have your observations of how another individual who discussed a mental health issue made you less likely to reveal a mental health issue yourself in your current workplace?,How willing would you be to share with friends and family that you have a mental illness?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up your *mental* health with a potential employer in an interview?,Why or why not?.1,Are you openly identified at work as a person with a mental health issue?,"If they knew you suffered from a mental health disorder, how do you think that your team members/co-workers would react?",Have you observed or experienced an *unsupportive or badly handled response* to a mental health issue in your current or previous workplace?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,"Overall, how well do you think the tech industry supports employees with mental health issues?",Briefly describe what you think the industry as a whole and/or employers could do to improve mental health support for employees.,Would you be willing to talk to one of us more extensively about your experiences with mental health issues in the tech industry? (Note that all interview responses would be used _anonymously_ and only with your permission.),What is your age?,What is your gender?,What country do you *live* in?,What US state or territory do you *live* in?,What is your race?,What country do you *work* in?,What US state or territory do you *work* in?
False,500-1000,False,True,Yes,Yes,Yes,I don't know,I don't know,Somewhat easy,Physical health,Yes,True,Yes,True,True,7.0,7.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,True,4.0,3.0,Yes,Possibly,True,I don't know,Sometimes,Often,No,5,Maybe,"
",No,"
",True,7,"Yes, I experienced","Yes, I experienced",2,"
",False,23,Non-binary,United Kingdom,California,White,United Kingdom,California
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,Same level of comfort for each,Maybe,False,Maybe,False,False,4.0,4.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Don't Know,No,False,I don't know,Not applicable to me,Not applicable to me,No,5,Maybe,If I thought it would be useful (to me) for them to know ahead of time.,Maybe,If I thought it would be useful (to me) for them to know ahead of time.,False,5,No,No,4,"Not demonize people for social cluelesness.
",False,34,M,United States of America,Tennessee,White,United States of America,Tennessee
False,6-25,True,True,I don't know,No,No,No,Yes,Very easy,Same level of comfort for each,Yes,False,Yes,False,False,8.0,5.0,True,True,Some did,I was aware of some,Some did,"Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,3.0,3.0,Possibly,Possibly,False,Yes,Sometimes,Often,Maybe,5,Yes,Transparency is key.,No,Don't want them to think I'm crazy,False,5,No,No,4,"
",True,27,Male,United States of America,Tennessee,White,United States of America,Tennessee
False,100-500,True,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Physical health,No,False,Maybe,False,False,9.0,7.0,True,False,"No, none did","No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,3.0,Possibly,Possibly,True,I don't know,Not applicable to me,Not applicable to me,Maybe,5,Maybe,I would not bring it up if I thought it would affect my chances of getting the job.,No,Would introduce bias against me.,False,4,Maybe/Not sure,"Yes, I observed",3,Not sure.,True,31,Male,United States of America,New York,White,United States of America,New York
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,0.0,No,No,False,No,Not applicable to me,Not applicable to me,No,8,Yes,Physical issues seem less taboo,Maybe,Depends on the employer / client,False,8,"Yes, I observed","Yes, I observed",3,Make it more open to discuss,True,30,Male,Belgium,California,White,Belgium,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,5.0,4.0,Yes,Yes,True,No,Sometimes,Often,No,6,Maybe,"
",No,"
",False,5,Maybe/Not sure,Maybe/Not sure,3,"
",False,58,Male,United States of America,Illinois,White,United States of America,Illinois
False,More than 1000,False,True,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Physical health,Yes,False,Yes,False,False,8.0,6.0,True,False,Some did,I was aware of some,None did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.0,3.0,No,No,False,No,Not applicable to me,Not applicable to me,No,7,No,"Unless it requires special accomodation by them, it is none of their business",No,"Same as above - unless it requires special accommodation by them, it is none of their business",False,6,No,No,3,Be more willing to talk about it - talking about it takes the stigma away. By treating it like any other illness.,True,50,Male,United States of America,Tennessee,White,United States of America,Tennessee
False,100-500,True,True,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Physical health,Yes,True,Maybe,True,False,3.0,6.0,True,True,Some did,"No, I only became aware later",None did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,False,5.0,2.0,Yes,Yes,True,Yes,Never,Sometimes,No,6,No,"I feel I would be silently discriminated against if I brought up any personal issues, regardless of the legality of that practice.",No,"I feel I would be silently discriminated against if I brought up any personal issues, regardless of the legality of that practice.  Even moreso with mental health issues, than with physical issues.",False,5,Maybe/Not sure,No,2,"Fucked if I know.  I just don't feel comfortable talking about mental health at work, for fear of bias against me in all future interactions.",False,41,Male,United States of America,California,White,United States of America,California
False,26-100,True,True,I don't know,No,No,No,I don't know,Neither easy nor difficult,Same level of comfort for each,No,False,No,False,False,0.0,0.0,True,True,"No, none did",N/A (was not aware),None did,None did,No,Same level of comfort for each,I don't know,False,"No, at none of my previous employers",False,False,0.0,0.0,Possibly,Don't Know,False,No,Sometimes,Sometimes,No,3,No,"
",No,"
",False,4,"Yes, I observed",No,1,"
",False,40,male,Croatia,California,White,Croatia,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,False,7.0,0.0,Yes,Yes,True,I don't know,Sometimes,Often,Yes,4,Yes,"Physical issues are easy, everyone believes in them. You can see them, imagine them. Mental issues on the other hand, not so much. My own parents don't believe they're true.",Maybe,"Mental issues aren't as easily ""proven"". An employer might not fully understand what it is, what it entails. He or she might interpret it wrongly, maybe think I'm not capable.",False,4,No,Maybe/Not sure,1,Educate themselves. Talk to their employees.,False,28,Male,Belgium,California,White,Belgium,California
False,1-5,True,True,Yes,Yes,No,Yes,Yes,Somewhat difficult,Physical health,Maybe,True,Yes,True,True,9.0,7.0,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,True,True,10.0,5.0,No,Possibly,False,No,Not applicable to me,Not applicable to me,Maybe,3,No,Not relevant to my ability to do my job ,Maybe,Likely to be seen as a negative trait.,False,5,No,No,2,Be less judgemental!,False,49,Identify as male,United Kingdom,California,White,Other,California
False,More than 1000,False,True,I don't know,No,No,I don't know,I don't know,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,3.0,3.0,False,True,Some did,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.587837837837838,3.527027027027027,Yes,Yes,True,Yes,Sometimes,Often,No,9,No,I don't think this is relevant to an interview in any way unless it would hinder my ability to do the job.,No,This might impact my job performance but it is something I absolutely would not feel comfortable sharing. My medical history is not the business of an interviewer.,False,5,No,"Yes, I experienced",2,"The most common, significant issue I see in technology is burnout. Working overtime is almost expected in tech. The pace of the industry and projects typically require overtime. Even when management is not advocating for overtime, it is rarely discouraged. Perhaps more could be done to help control overtime for the sake of health.",True,37,Male,United States of America,New York,White,United States of America,New York
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,I don't know,N/A (was not aware),I don't know,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,False,"Yes, at all of my previous employers",True,False,3.0,3.0,Yes,Possibly,True,I don't know,Sometimes,Often,No,7,Maybe,I'm not into lying,Maybe,I'm not into lying,False,3,Maybe/Not sure,Maybe/Not sure,4,Better education,False,36,m,United States of America,Illinois,White,United States of America,Illinois
False,6-25,False,True,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,True,Yes,True,True,10.0,10.0,True,False,"Yes, they all did","Yes, I was aware of all of them",None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,5.0,0.0,Possibly,Yes,True,No,Rarely,Often,No,10,Yes,"My eyesight, in particular, is extremely relevant to my workflow. Treatment of that has been a top priority. ",No,I wod want to see how it is handled within the organization first. ,True,5,"Yes, I experienced","Yes, I experienced",1,"End the ""Bro"" culture. ",True,52,Male,United States of America,Tennessee,White,United States of America,Tennessee
False,More than 1000,False,True,Yes,Yes,Yes,Yes,I don't know,Very easy,Physical health,Yes,False,Maybe,False,False,9.0,9.0,True,False,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,6.0,6.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,No,8,Yes,If any work environment adaptation is required,Maybe,If any work environment adaptation is required,False,5,No,No,2,"
",False,33,Male,Canada,California,White,Canada,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,Some did,"No, I only became aware later",Some did,Some did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,False,True,7.0,3.0,No,No,False,I don't know,Not applicable to me,Not applicable to me,No,6,Maybe,"Not all physical health issues need to be discussed. Also, I’m not convinced it wouldn’t be used against me.",No,"Again, could be used against me",False,3,No,"Yes, I observed",3,"I’ve seen too many burn out cases. This should be easily indentifiable by supervisors, and they should provide support.",False,54,Female,Canada,California,White,Canada,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,"No, at none of my previous employers",False,False,6.0,6.0,Don't Know,No,False,No,Not applicable to me,Not applicable to me,No,7,No,"
",No,"
",False,2,No,No,1,"
",False,38,Male,United Kingdom,California,White,United Kingdom,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,False,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,Some of my previous supervisors,False,At some of my previous employers,False,False,5.0,5.0,Yes,Yes,True,No,Often,Often,No,9,Maybe,If I felt it was relevant ,Maybe,If I felt it was relevant to the situation,False,5,Maybe/Not sure,Maybe/Not sure,3,"Make people aware of the help available - CBT, counselling, etc",False,64,Male,United Kingdom,California,White,United Kingdom,California
True,More than 1000,True,True,Yes,No,No,No,I don't know,Somewhat easy,Physical health,Yes,False,Maybe,False,False,6.328947368421052,4.878289473684211,True,True,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",False,At some of my previous employers,True,False,5.0,0.0,Don't Know,No,True,No,Not applicable to me,Not applicable to me,No,1,No,"It’s hard enough to get employers to give you a chance at all, adding anything “out of the ordinary” like a chronic illness would likely ensure I’m discarded right away.",No,Same as above,False,2,No,No,1,"Reduce emphasis on competition everywhere: for jobs, for promotions, for “work fame” etc. That makes it fundamentally impossible to open up about weaknesses. Physical issues are now somewhat accepted because of the law (here in UK), assuming they start while already employed, but mental health is still mostly taboo.",False,40,Male,United Kingdom,California,White,United Kingdom,California
